"Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1c","h1h2c","h2h4c","h1a1c","h1a2c","h1a3c","h42Kc","h2Kh5Kc","cpp","energy","hnr05","hnr15","hnr25","hnr35","shr","f0","f1","f2","b1","b2","epoch","soe","F0z","str_outlier","zF1F2","formant_outlier","h1cz","h1h2cz","h2h4cz","h42Kcz","h2Kh5Kcz","h1a1cz","h1a2cz","h1a3cz","energyz","hnr05z","hnr15z","hnr25z","hnr35z","cppz","shrz","f0z","f1z","f2z","b1z","b2z","epochz","norm.soe","H1c.resid"
"f3","bahl",1,"a","breathy","F",146,6.844,4.994,9.643,32.9415,31.954,30.6055,15.896,6.7985,22.8905,-0.687188173787912,29.536,29.7585,33.401,36.284,0,190.963,957.2695,1820.655,400.172,217.5065,0.225,0.092,-1.18523035449293,"OK",2.41537098883601,NA,1.82002954058209,0.0573561993124724,1.21729348503972,1.17799409388586,-1.20829581902974,1.44304017172322,1.50455129683136,1.77330496416223,1.56866312073005,-0.376827733976806,-0.614904502799955,-0.46741716267184,-0.324024958630107,0.748198516379624,-0.500842090117375,-1.26196327666993,2.09340725070474,0.503165950257441,0.99382993094459,-0.600075397396744,0.128420708708812,0.808808349932561,0.849656845579593
"f3","bahl",2,"a","breathy","F",148,4.0305,2.203,16.3315,33.9065,35.522,28.8035,11.563,8.1835,21.7455,-0.846185135655471,47.0685,44.4375,44.3235,44.0095,0,201.288,973.2625,1771.8215,391.576,362.9635,0.225,0.0785,-0.760322374706089,"OK",2.57368379333729,NA,1.12685854468675,-0.454206247319079,2.03024574944037,0.637819645417235,-1.09233231626696,1.53366031729821,1.84335288593105,1.60450650245935,0.96423483777282,1.11241419564519,0.637891055265308,0.488514216428958,0.368773717879101,0.536980323252715,-0.500842090117375,-0.679244217004549,2.16361735301229,0.334340018456871,0.930100654042279,0.34752825037212,0.128420708708812,0.698327178666551,0.530384294874939
"f3","bahl",3,"a","breathy","F",135,2.6205,2.0365,17.183,33.7485,38.794,29.4125,11.9375,6.649,20.638,-1.03385826726097,41.6565,41.978,43.884,44.7625,0,202.705,1016.104,1721.2045,264.4665,282.8815,0.214,0.0585,-0.702008127020089,"OK",3.16508485574986,NA,0.779472333841741,-0.484724035697493,2.13374113003948,0.684506774646752,-1.22081317907525,1.51882302921443,2.1540476167422,1.66155326337891,0.250793855246345,0.652709229261948,0.427982296149461,0.450049410650538,0.436300402677682,0.332679756538259,-0.500842090117375,-0.599272022569118,2.35169376756924,0.159348215904331,-0.0122674849077386,-0.174179163644574,-0.13371640803701,0.494203181844304,0.624331624540051
"f3","bgah",1,"a","breathy","L",173,-0.3185,5.883,-7.087,15.0715,7.9925,8.912,8.672,29.898,18.544,-0.987162775294828,32.628,33.947,35.802,39.18,0,202.7765,335.2805,1579.343,202.0095,195.0625,0.222,0.06,-0.699065664980887,"OK",0.895485897272776,NA,0.0553815014492008,0.220301027350971,-0.816150692791319,0.277412460897779,0.7257828322834,-0.235075891929845,-0.770727368306584,-0.258786838807529,0.428307159270649,-0.114187719923407,-0.257432318389821,-0.257282922230456,-0.0643207366159122,-0.0536005023331354,-0.500842090117375,-0.595236728354485,-0.637156828841012,-0.331091746910674,-0.475313023238085,-0.746290541876036,0.0569287677781329,0.511741229024004,-0.209568676149734
"f3","bgah",2,"a","breathy","L",165,-0.1305,2.833,0.2825,14.8985,12.1065,-4.5025,-13.502,46.5005,19.4965,-1.03857890593355,30.6,33.9825,37.4225,40.0585,0,200.5075,267.1415,1048.0865,183.121,426.2385,0.2055,0.0895,-0.792442537245909,"OK",2.99672686160599,NA,0.101699662895202,-0.338733534535891,0.0795735671325193,-2.48691438432339,2.115879622622,-0.25132178331272,-0.38008002033682,-1.5153611809348,0.232848307772875,-0.286449669632428,-0.254402531462148,-0.115457625839259,0.0144603956490987,0.12210720854318,-0.500842090117375,-0.72329382727756,-0.936290584930215,-2.16773818096946,-0.615349138497428,0.759743687323073,-0.3362769073406,0.789613469964727,-0.042339957182805
"f3","bgah",3,"a","breathy","L",131,0.201,-0.818,-0.5985,13.911,10.8965,-2.317,-3.3655,41.6795,17.1615,-1,26.9835,30.425,34.147,38.156,0,196.456,256.8495,1041.7345,181.0135,293.8425,0.214,0.0835,-0.959175193914809,"OK",3.11310724454419,NA,0.183372378423656,-1.00792539861751,-0.0275073844914581,-1.22324526433672,1.71222615921453,-0.344054833836358,-0.494976299151457,-1.31063918423577,0.379506341976124,-0.593641652434537,-0.558021320059271,-0.402127640235658,-0.156149853792202,-0.308630329405582,-0.500842090117375,-0.951951093159813,-0.981473000546383,-2.18969815350465,-0.6309737838059,-0.102771919007364,-0.13371640803701,0.741292232328764,-0.0513896855066313
"f3","cha7",3,"a","checked","L",203,-6.8205,-1.983,-2.314,0.5615,6.678,-3.191,0.9495,28.68,14.6645,-1.35654732351381,22.223,31.183,33.6965,36.4005,0,200.046,217.806,1487.415,110.966,452.46,0.19,0.0555,-0.811434792226212,"OK",1.93606206507308,NA,-1.54653703962474,-1.22145827225626,-0.236017455445979,-0.685314790036672,0.62380193238083,-1.59766481658603,-0.895546507564303,-1.39250924834693,-0.975911296280144,-0.998007042764811,-0.493328968195147,-0.441555160151878,-0.31357760301386,-0.769252013456142,-0.500842090117375,-0.749339817208366,-1.15287599744785,-0.648902885955855,-1.15029399364939,0.930567979381698,-0.705651935482439,0.457760132653285,-0.942839749785972
"f3","dam",1,"a","modal","H",141,4.302,3.955,-9.428,18.1965,8.284,6.2295,8.9485,34.5975,25.8145,-0.644931793651149,40.033,40.88,43.3345,45.462,0,195.7225,321.577,1619.0595,297.6435,374.4275,0.2,0.089,-0.98936115063865,"OK",1.06826870954826,NA,1.19374886826435,-0.133082131769642,-1.10068702395106,0.311882397431722,1.11926332414886,0.058383128714577,-0.743047810228513,-0.510064238096089,1.72930110393457,0.514806233525954,0.334272266668184,0.401957463494128,0.49902937481129,1.28758890651332,-0.500842090117375,-0.993348132410618,-0.697315906998431,-0.193784875186195,0.233701130702776,0.422212371576478,-0.46734546571351,0.785710919774739,0.124005753557337
"f3","dam",2,"a","modal","H",142,2.406,16.4115,-10.4255,23.3055,21.506,17.933,7.941,24.1465,21.4305,-1.10237290870956,45.3245,46.906,47.742,47.68,0,217.705,359.82,1743.725,310.0745,397.344,0.194,0.086,-0.0847083985161983,"OK",1.10600240300731,NA,0.726625282617447,2.15007000598239,-1.22192794250375,0.186282176607318,0.24422031521474,0.53815341238573,0.512455163727788,0.586235870971447,-0.00966512838315094,0.964275714238619,0.848567929376903,0.787699514616744,0.697932677445091,0.478872261388107,-0.500842090117375,0.24729319728373,-0.529427146756581,0.237205514625798,0.325862443077443,0.571505695336044,-0.610329347574867,0.761830378354986,0.732604116793353
"f3","dam",3,"a","modal","H",121,-0.8015,1.6965,2.7195,18.6505,13.3885,5.159,2.8685,29.39,21.6205,-1.0433514207948,41.511,45.5235,47.949,48.5775,0,211.414,351.2965,1576.0765,117.5265,288.844,0.231,0.083,-0.34360390465073,"OK",0.771908902129918,NA,-0.0636167537551535,-0.547042642596357,0.375778197220638,-0.446082210620264,0.68324892657691,0.101016855233799,-0.258346938154701,-0.610341015705932,0.214705552533483,0.640350198846434,0.73057693141892,0.805816044300778,0.778417670282708,0.513921568544537,-0.500842090117375,-0.107756255922554,-0.566845755336489,-0.342384607472104,-1.10165556634395,-0.135335472726832,0.271404590570169,0.737111754138502,-0.19643329217607
"f3","kandadw",1,"a","modal","M",41,0,0,0,0,0,0,0,0,0,-1.01772876696043,0,0,0,0,0,226.9045,695.0775,1801.701,178.197,132.4785,0.2,0.0995,0.293881524975238,"OK",0.44896258333629,NA,0.133851365388304,-0.857994162019656,0.0452371666401543,-0.803684427429,-1.77752172049741,-1.65039353341542,-1.52966001989831,-1.09359920878317,0.312110285806393,-2.88566843743127,-3.15467673624127,-3.39065488236475,-3.57786059107592,-3.47441288080073,-0.500842090117375,0.766491646619482,0.942370725711113,0.437638664452656,-0.651854834107826,-1.15400434521287,-0.46734546571351,0.863441030036942,-0.0592195975058832
"f3","kandadw",2,"a","modal","H",140,4.7995,12.226,4.16,25.7495,31.6775,25.0965,9.6365,15.691,23.2955,-0.95663772197887,44.201,44.2705,46.186,47.121,0,226.291,747.8405,1727.6325,283.443,242.316,0.207,0.102,0.268633966079429,"OK",0.534335982747316,NA,1.31631953485683,1.38290962605535,0.550863453536574,0.397652076763921,-0.463743148764058,0.767661843251319,1.47829607278818,1.25726127630364,0.544348405255654,0.868843613401299,0.623638254788647,0.651519223851732,0.647803305861548,0.822908881634119,-0.500842090117375,0.731867129127502,1.17400304160267,0.181570933702853,0.128421047332456,-0.438449812520652,-0.30053093687526,0.880749235136926,0.97958641348249
"f3","kandadw",3,"a","modal","M",41,0,0,0,0,0,0,0,0,16.557,-1.3767507096021,31.235,39.616,41.836,43.278,0,243.0415,270.377,1911.033,89.268,293.368,0.4,0.0985,0.957972572899725,"OK",2.91179447648781,NA,0.133851365388304,-0.857994162019656,0.0452371666401543,-0.803684427429,-1.77752172049741,-1.65039353341542,-1.52966001989831,-1.09359920878317,-1.05271463780209,-0.232511633111113,0.226394782820886,0.270809542085792,0.303175085833733,-0.42014246717433,-0.500842090117375,1.67722651013718,-0.922086571548354,0.815618468800489,-1.31115926240537,-0.105863127617925,4.29878392966506,0.856396886259776,0.785059089120075
"f3","kandadw",4,"a","modal","H",116,5.794,13.226,8.8895,26.4955,33.9765,31.2325,5.2525,13.4095,18.737,-0.892790030352132,37.301,38.739,40.359,42.3475,0,229.5345,725.002,1782.199,263.501,241.578,0.2405,0.1205,0.402114744039588,"OK",0.51035651807953,NA,1.56133768144219,1.56619964634613,1.12570949292999,-0.148880298515669,-0.654768947719487,0.837716380659556,1.69659900253599,1.83203783624198,0.787065940027658,0.282745263799599,0.151546243790759,0.141543289219518,0.219730756212114,-0.0179977850637086,-0.500842090117375,0.91492274850035,1.07374083804166,0.370216847012277,-0.0194255371237906,-0.443257635396509,0.497795736850651,0.997107147853867,1.07445985071084
